,pos,year,player_name,Ortg,eFG,TS_per,twoPM,porpag,adjoe,adrtg,ogbpm,ast,pts,ast/tov,rimmade/(rimmade+rimmiss),gbpm,test_score
41784,Scoring PG,2019,traci carter,91.1,41.9,45.03,48,0.29991,90.993,100.986,-3.0018,3.2581,6.3548,1.74136822,0.5143,-0.983374,50.125193990795005
41788,Scoring PG,2013,tracy abrams,96.0,43.5,48.92,90,2.26066,108.104,93.0425,0.837445,3.4118,10.3235,1.27472438,0.549,2.3487,53.72306430613606
41790,Wing G,2019,tracy hector,83.9,38.6,42.79,58,-0.672664,80.5867,102.354,-3.89293,3.0714,6.7857,1.26467917,0.4386,-2.44388,48.45318713158226
41799,Wing G,2013,traddarius mcphearson,80.1,45.6,46.47,35,-0.94927,74.4298,114.436,-4.11717,1.3333,6.3333,0.63635928,0.587,-6.2976,37.669785812399034
41801,Wing G,2015,trae anderson,99.9,51.9,54.83,126,2.30778,113.425,101.221,1.85829,1.8333,13.2,0.78571118,0.6812,1.34888,42.30909244192406
41802,Scoring PG,2018,trae bell haynes,107.7,54.7,59.69,143,3.30113,117.03,102.651,1.55277,4.0588,14.6471,1.30189898,0.6117,1.99649,54.08188345419535
41803,Scoring PG,2017,trae bell haynes,112.1,51.6,56.14,120,2.6928,115.741,99.9361,1.79386,3.8857,11.2286,2.12495892,0.5706,2.83948,54.974554010406074
41804,Scoring PG,2015,trae bell haynes,99.3,52.8,62.08,69,1.27837,101.437,100.211,-0.747449,3.4706,8.7941,1.12382611,0.5126,-1.14858,58.74343798406295
41805,Scoring PG,2016,trae bell haynes,106.3,52.1,59.44,109,2.28717,111.581,108.433,1.33176,3.4571,12.4,1.23467856,0.5287,0.454515,55.28064484332482
41807,Wing G,2022,trae berhow,107.7,55.6,57.69,44,1.99624,102.356,103.175,1.09219,0.9667,10.2667,0.76316412,0.7059,1.04324,40.32804461314948
41808,Wing G,2020,trae berhow,122.3,60.1,62.95,59,3.68865,117.237,98.9796,3.19346,0.9355,12.6452,0.82860945,0.6034,3.45756,41.01082740246576
41810,Wing G,2021,trae berhow,95.9,43.9,46.33,55,1.77775,100.81,104.81,-0.206092,3.0455,13.0,1.63420263,0.5227,-1.21899,45.852339130839326
41814,Scoring PG,2014,trae golden,106.5,47.1,53.77,77,2.81604,115.282,104.101,2.60718,3.129,13.2581,1.56449997,0.5455,2.16733,54.05051030038198
41816,Scoring PG,2012,trae golden,108.1,50.5,57.55,89,3.54698,118.004,97.2121,3.47621,4.4242,13.4848,1.52081399,0.5443,4.02334,59.771846264683745
41817,Scoring PG,2013,trae golden,107.2,43.1,51.23,83,3.39699,118.05,101.522,2.80839,3.9032,12.129,1.92058255,0.4615,1.95593,60.70359077289665
41819,Wing G,2022,trae hannibal,105.5,50.5,55.93,91,1.84265,109.077,91.4057,0.887432,2.4706,9.2353,1.29228991,0.5846,3.82145,50.29203338818941
41823,Scoring PG,2013,traevon jackson,90.4,42.0,46.84,62,0.852832,94.212,86.322,-2.14864,2.8286,6.9143,1.35618731,0.5319,1.19447,50.834176158953795
41824,Scoring PG,2014,traevon jackson,106.3,46.5,53.79,88,3.11419,117.554,97.1433,1.95678,3.9737,10.7105,1.84146618,0.5616,3.19221,60.483721005511086
41833,Wing G,2012,tramaine butler,87.5,42.5,44.76,71,0.533302,91.3844,104.566,-1.86362,1.4444,11.5926,0.66099211,0.5843,-2.86051,38.39400370110684
41834,Wing G,2018,tramaine isabell,111.7,53.6,57.72,148,4.06327,122.276,107.386,5.11019,3.4286,20.9286,1.20002802,0.5722,4.39344,47.113330391774596
41842,Scoring PG,2022,tra'michael moton,91.7,40.4,46.54,89,0.910547,93.7904,108.001,-1.77868,3.5312,10.4375,1.48682102,0.4681,-2.58147,53.64848594297129
41844,Scoring PG,2015,tramique sutherland,89.3,36.9,43.5,72,0.868343,94.4249,101.672,-1.33475,3.0417,11.3333,1.28071574,0.4368,-1.74491,51.325624449678855
41846,Scoring PG,2011,trant simpson,85.4,38.6,42.93,67,0.279333,88.7498,112.109,-1.74067,2.6071,12.8929,0.98645428,0.3382,-3.69787,43.16282332027794
41866,Wing G,2021,travis atson,112.6,58.0,60.34,77,2.70409,111.22,111.409,3.33202,2.0,14.7368,0.92682697,0.6129,1.34814,41.657582199369756
41869,Wing G,2012,travis bader,121.9,58.0,60.28,63,3.94223,117.371,113.573,4.26483,1.2,16.3143,1.16663433,0.5294,1.526,39.36130142114277
41870,Wing G,2014,travis bader,114.9,52.5,59.34,31,4.37061,121.999,115.24,4.95966,1.3226,20.0968,1.0,0.4783,2.41561,44.53100422542761
41871,Wing G,2013,travis bader,116.3,50.7,57.27,61,4.62503,120.159,113.882,4.76918,0.9032,21.6452,0.65114266,0.4857,1.52057,41.86845273322003
41872,Scoring PG,2013,travis betran,105.6,52.4,56.54,88,2.69255,107.782,115.18,2.48971,2.7241,17.1724,1.0394552,0.5316,-0.661045,45.24136372621832
41874,Scoring PG,2010,travis bledsoe,111.2,60.9,64.92,52,2.85788,114.78,120.591,3.33574,1.8261,15.3043,0.76364322,0.625,-0.67742,43.414441273133036
41876,Wing G,2010,travis bureau,98.9,52.6,54.73,47,0.395642,90.5481,106.663,-0.224528,1.037,6.1852,0.6999662,0.7736,-1.40162,41.98350995580699
41884,Wing G,2010,travis cohn,95.8,50.0,52.52,81,0.800822,96.1271,101.244,-0.547659,1.1212,8.5152,0.54411334,0.5625,-0.973419,39.252734983251
41897,Scoring PG,2019,travis fields jr,106.7,50.9,52.92,58,1.99658,106.585,105.052,0.144799,3.0312,10.8438,1.97962371,0.5686,0.808163,47.34582391384561
41898,Scoring PG,2020,travis fields jr,111.0,54.2,56.37,75,2.67633,109.172,108.301,2.43254,3.3548,13.0645,1.73329886,0.6032,1.20194,48.41548776226037
41899,Wing G,2011,travis franklin,104.3,54.1,58.55,118,2.68789,118.624,96.3224,3.2643,1.7419,11.9677,0.69230158,0.5838,4.53692,44.43265824128726
41904,Wing G,2013,travis fulton,112.6,54.8,57.49,80,2.32339,112.227,101.255,4.29575,1.6667,9.303,1.44741643,0.6154,4.53321,44.628110135577856
41915,Wing G,2011,travis jones,109.1,52.8,54.08,29,0.722776,95.3433,107.87,-0.461287,0.5862,7.1379,0.89468864,0.6071,-1.48141,37.61050861060023
41921,Wing G,2011,travis king,114.8,60.8,63.44,39,1.6825,107.238,117.105,1.83685,0.5333,8.9,0.51611339,0.6731,-0.176119,39.59506305163069
41923,Wing G,2011,travis leslie,114.0,51.0,56.05,164,4.24336,125.124,93.3879,6.57447,2.9394,14.4242,1.36620961,0.6879,8.40951,52.74286645413967
41924,Wing G,2010,travis leslie,107.7,49.6,54.44,163,4.02837,125.299,97.0834,6.22092,2.5161,14.7742,0.95119459,0.6034,7.23749,49.0140157814763
41925,Wing G,2019,travis mcconico,101.3,46.1,48.04,51,0.65406,94.1193,99.1302,-0.662443,2.5294,8.1765,1.75506528,0.6304,1.20935,45.9218301937871
41926,Wing G,2018,travis mcconico,107.0,53.7,55.49,40,1.34605,102.93,106.818,1.28402,1.0667,10.2333,0.84210938,0.6667,0.901219,39.0263625551685
41928,Wing G,2014,travis mckie,112.3,49.2,56.35,65,2.48268,113.023,99.9521,3.04936,1.303,10.697,1.13156751,0.5652,4.22007,49.18767668305553
41939,Wing G,2012,travis releford,118.9,55.2,57.56,93,3.08538,114.547,89.336,3.00911,1.7692,8.5128,1.86486766,0.6373,6.3467,46.551860439669696
41940,Wing G,2013,travis releford,125.8,64.6,67.72,116,4.24141,121.978,89.4911,4.27962,2.5676,11.8649,1.61018442,0.75,7.88057,50.18300252226821
41942,Wing G,2012,travis robinson,106.3,54.0,57.51,30,0.802087,96.817,101.706,-1.51463,1.1875,5.2812,1.05555556,0.5581,-0.452022,43.87166383554887
41943,Wing G,2013,travis robinson,101.9,55.1,55.59,22,0.747968,94.6404,100.13,0.500252,0.8333,6.6667,0.89285329,0.6176,1.85949,37.04235203823034
41951,Scoring PG,2010,travis smith,87.5,51.5,55.27,35,0.103255,86.7612,114.065,-3.30723,3.4615,8.2308,1.03445698,0.6522,-5.29182,50.590625805576664
41961,Scoring PG,2014,travis trice,115.8,54.8,57.7,34,2.20947,117.161,96.2561,2.65676,2.3333,7.3056,2.27018894,0.5938,4.62117,48.82042813422708
41962,Scoring PG,2015,travis trice,113.0,48.9,52.51,105,4.53955,127.475,94.3051,6.29019,5.0513,15.3333,2.85513234,0.5765,7.74625,58.54987101713292
41974,Wing G,2019,travis weatherington,117.7,62.2,64.25,36,2.05161,106.204,111.012,2.1804,1.2727,10.0606,1.04999581,0.5641,0.825981,40.4535149811078
41977,Scoring PG,2014,travon baker,90.6,38.5,45.4,44,0.344265,91.8911,99.0984,-1.85067,2.4516,8.5161,1.1515266,0.4478,0.168034,50.65085427040087
41978,Scoring PG,2013,travon baker,72.3,34.3,41.94,21,-1.31966,67.9381,100.263,-6.58309,1.8966,3.7241,0.91667472,0.4103,-5.4547,50.59259468049687
41979,Scoring PG,2016,travon baker,103.3,47.3,52.8,38,1.79259,105.381,101.318,1.04349,3.6333,11.4667,1.60290291,0.4468,2.0845,52.79732263558458
41981,Wing G,2019,travon bell,97.5,51.4,52.75,25,0.593749,93.7099,121.114,-0.00233505,1.3103,9.3448,1.08567403,0.6957,-2.70127,39.99674719642679
41983,Wing G,2020,travon broadway,91.1,40.9,46.21,40,0.299252,89.5838,106.798,-1.80477,1.0625,7.125,0.85,0.4304,-2.72941,43.82731915757343
41984,Wing G,2021,travon broadway jr,114.8,52.8,57.85,69,4.04939,122.819,112.053,6.69168,1.7778,17.8889,1.03228424,0.5934,5.72706,45.332446165808925
41991,Wing G,2017,tra'von joseph,104.3,55.2,58.23,67,0.788739,96.9451,111.427,-1.63388,1.7586,7.931,1.02001044,0.6413,-2.30999,44.20871402715811
41998,Wing G,2016,travon langston,98.1,51.2,56.1,88,1.15632,101.419,116.458,-1.17515,1.7692,11.1538,0.77965799,0.5917,-3.63555,44.92499992233375
42009,Wing G,2021,tray hollowell,96.9,51.9,53.06,30,1.00596,94.1519,105.028,-0.177013,2.0,11.0833,1.04346011,0.6,-1.12713,39.90736143455258
42027,Wing G,2015,trayvon palmer,94.3,52.4,54.44,55,0.434606,92.3624,105.483,-1.69151,0.7,7.7333,0.38182512,0.5921,-2.1764,37.08935259307719
42037,Wing G,2022,tre armstrong,102.7,47.1,50.74,49,1.49548,98.8119,104.153,0.254032,1.5588,11.3824,1.35890508,0.7059,0.0974316,44.617181402646914
42039,Wing G,2021,tre armstrong,105.2,49.2,53.78,38,1.83443,101.203,111.204,0.233963,2.6957,11.3478,1.63158211,0.561,-1.37142,49.79486967585351
42040,Scoring PG,2015,tre' bennett,101.3,49.7,54.13,31,1.45149,106.093,101.874,1.24105,2.9,7.9667,1.55354369,0.4783,1.23986,50.32139240137422
42041,Wing G,2013,tre bowman,119.6,56.2,61.55,56,2.22995,113.088,106.88,2.66348,0.8125,8.25,0.83866638,0.6533,1.57137,46.33016065628381
42042,Wing G,2014,tre bowman,128.9,63.8,65.98,88,3.77986,123.164,109.537,5.01123,1.25,13.875,1.66666667,0.7255,3.86755,42.50175758223956
42051,Scoring PG,2019,tre campbell,99.1,42.9,45.96,23,1.00967,98.2784,100.647,-0.0626504,2.6875,7.125,2.15,0.35,1.28423,47.43490453662126
42059,Wing G,2017,tre' coggins,105.0,50.7,54.32,85,2.20155,107.681,108.514,2.46687,1.2333,17.5,0.60655094,0.5667,1.1183,37.64037122917353
42061,Wing G,2021,tre coleman,102.8,52.9,55.71,19,0.774794,93.8834,100.032,0.219917,1.7692,5.5,1.48385475,0.64,1.69525,46.0811585382494
42062,Wing G,2022,tre coleman,90.2,41.0,45.27,32,-0.336818,81.9436,102.761,-2.08639,1.129,4.7742,1.12899995,0.4643,-0.935903,43.79774486459695
42072,Wing G,2020,tre gomillion,103.7,47.7,52.88,83,1.08589,96.8056,104.223,-1.21041,1.7812,8.1562,1.26667614,0.5339,-0.908347,47.64022081813269
42073,Wing G,2021,tre gomillion,105.7,50.9,53.25,109,1.73985,103.385,102.338,0.117736,2.4444,10.3333,1.37495788,0.5846,-0.150108,45.14980804740361
42074,Wing G,2022,tre gomillion,110.2,56.8,58.86,103,2.16366,107.258,104.775,0.715242,2.9355,10.4516,1.42189381,0.6356,0.6335,47.24309739456403
42077,Scoring PG,2015,tre hagood,92.4,42.9,46.08,141,1.01785,95.7172,104.303,-0.0631083,4.8485,12.6667,1.42859244,0.4634,-0.40168,51.758082653761946
42078,Scoring PG,2014,tre hagood,85.5,39.3,45.55,59,-0.582014,82.1866,114.702,-4.10146,3.75,6.5938,1.37928494,0.4253,-6.00352,54.879513720626306
42086,Scoring PG,2018,tre' ivory,79.1,28.1,32.02,33,-1.30069,73.3385,108.097,-4.90488,3.9412,3.8529,2.16133805,0.3673,-5.26599,53.798772991642494
42095,Scoring PG,2019,tre jones,113.1,45.6,48.5,105,3.12546,113.891,89.9416,1.59444,5.3333,9.3889,3.62267354,0.6381,4.98802,62.215617913969474
42096,Scoring PG,2020,tre jones,110.8,47.4,52.39,123,4.5175,122.7,89.652,4.59335,6.3793,16.2414,2.37175164,0.5398,6.93377,64.00543211981243
42101,Wing G,2013,tre lee,75.2,34.6,39.95,27,-1.21918,71.3889,103.216,-5.34616,1.2857,5.1429,0.69231595,0.4318,-5.82535,43.95377429854264
42106,Wing G,2021,tre mann,109.9,53.6,57.93,88,4.27967,124.099,92.484,4.60535,3.4583,16.0417,1.22059082,0.5974,6.30341,50.96667064095591
42108,Wing G,2016,tre' mclean,110.4,54.1,58.31,112,2.24975,108.789,97.5641,1.76772,2.303,12.2727,1.0555505,0.6283,3.57574,46.64425251351841
42109,Wing G,2017,tre' mclean,114.9,54.0,57.96,79,3.07249,114.284,100.952,4.33473,2.1667,13.7333,1.32657807,0.6224,5.21826,46.5916538085598
42110,Wing G,2015,tre' mclean,86.3,37.7,41.27,28,-0.875803,75.7852,103.616,-3.81565,1.125,4.25,1.05882353,0.4865,-3.66755,42.68802963384468
42126,Wing G,2017,tre' thomas,95.0,45.4,47.65,37,0.234779,90.4982,122.38,-1.09705,0.8125,9.75,0.76470588,0.2647,-5.52644,34.74347743547624
42134,Scoring PG,2022,tre wood,86.4,39.9,43.41,59,-0.614867,79.488,108.448,-5.2575,3.9333,6.5,1.68572401,0.4815,-6.04402,51.89183570387694
42145,Wing G,2020,trejon jacob,108.2,59.1,60.32,56,2.12065,107.834,98.5057,2.40177,1.7586,11.6207,0.89473416,0.6265,3.20479,39.65120558057998
42146,Wing G,2018,trejon jacob,104.9,51.8,53.56,80,1.90624,104.406,103.714,1.57964,0.9032,14.6129,0.75676576,0.6019,1.42522,35.387994090572064
42147,Wing G,2019,trejon jacob,105.6,58.2,57.98,67,1.20998,102.221,106.995,1.72449,0.5758,10.5152,0.48722288,0.7126,0.989199,33.28449130109907
42149,Scoring PG,2018,tre'larenz nottingham,91.9,42.8,47.14,27,0.344209,91.6831,106.654,-2.49547,2.6667,7.5152,1.39683611,0.3636,-3.21174,47.509783317720846
42150,Scoring PG,2014,trelun banks,82.4,37.1,42.08,55,-0.404725,83.8959,102.479,-4.06192,3.3793,8.2759,1.20987432,0.4815,-4.62815,50.48759778981806
42153,Scoring PG,2017,tre'lun banks,89.1,38.1,44.18,65,-0.0167428,87.6512,116.259,-3.01872,4.9091,10.9394,1.54286889,0.4524,-6.20994,57.16713488186879
42163,Scoring PG,2022,tremont robinson white,91.9,45.6,49.07,44,0.604797,91.9591,101.087,-1.60559,2.8621,7.2414,1.45616886,0.5079,0.103011,48.50670506346449
42177,Wing G,2013,trenity burdine,108.1,52.9,57.26,53,1.60906,101.591,108.134,-0.00998005,0.8696,8.2174,0.6896661,0.6176,-0.380343,43.8467957513881
42179,Wing G,2010,trent blakely,103.9,45.5,48.36,89,2.16337,104.274,111.592,2.13596,0.4828,15.1724,0.38891574,0.6338,-0.512228,36.51053465107783
42187,Scoring PG,2018,trent forrest,113.3,49.7,55.83,83,2.52284,116.563,92.5083,2.80649,4.0588,7.8235,2.33896176,0.5328,6.86708,60.04321045851866
42191,Scoring PG,2022,trent frazier,112.0,50.0,53.52,58,3.55705,115.197,93.7982,2.07469,4.0645,11.6129,2.29089164,0.6852,4.5945,56.60243081398667
42193,Scoring PG,2018,trent frazier,102.0,49.7,51.68,75,2.36256,113.755,100.25,2.65977,3.0938,12.4688,1.3943573,0.54,3.64996,45.5405813507884
42195,Wing G,2020,trent harris,115.2,57.0,58.61,16,2.1807,109.982,100.88,3.8184,0.4194,11.129,0.6842878,0.7222,3.48338,37.13653058301289
42196,Wing G,2019,trent harris,99.2,50.9,51.54,23,0.396674,92.9265,106.255,-0.60853,0.5625,8.875,0.6,0.6316,-1.19283,34.49253629691335
42200,Wing G,2012,trent lockett,100.3,54.7,59.1,86,2.4636,106.032,101.207,1.18649,2.2,13.04,0.69620253,0.6887,1.34769,46.543932953583365
42201,Wing G,2011,trent lockett,103.0,53.4,56.33,136,2.95765,114.186,99.3165,2.58577,2.5172,13.4483,1.04283702,0.6391,2.73113,45.52018909256698
42203,Wing G,2013,trent mackey,102.3,55.0,56.6,32,1.41737,98.0241,113.879,0.509538,1.1111,11.037,0.73170891,0.4375,-2.39649,36.358344130410764
42208,Scoring PG,2013,trent meyer,98.8,46.4,49.34,37,0.92594,93.3829,103.348,-0.45864,3.8276,9.6897,1.7619223,0.4872,-0.356159,50.341301076744266
42216,Scoring PG,2022,trent stephney,87.6,41.1,45.42,67,-0.235761,83.2384,103.403,-4.11802,3.375,7.1562,1.58823529,0.4651,-3.67989,50.66103578727777
42222,Wing G,2016,trent whiting,94.9,49.0,51.24,55,0.0880333,89.1278,112.393,-1.37351,1.5455,5.2121,1.13339691,0.6119,-2.34146,43.45126634651988
42228,Wing G,2010,trenton marshall,104.7,47.7,52.48,87,2.96491,112.668,104.356,3.51158,2.375,17.5417,1.14001818,0.5568,2.84166,45.27108887905342
42229,Wing G,2020,trenton massner,117.6,61.4,63.06,54,2.04784,107.773,108.925,2.90368,2.1111,9.5926,1.35709687,0.6825,2.10488,44.57904458095144
42232,Wing G,2022,trenton mclaughlin,101.7,52.6,53.62,26,0.445106,91.5329,110.115,-1.45932,0.9355,5.8387,1.07405285,0.5789,-2.13829,38.83386760790138
42235,Wing G,2020,tres tinkle,109.4,50.0,55.86,137,4.70976,124.701,95.8482,5.78356,3.1613,18.4516,1.39998224,0.5833,6.97639,51.843163728762406
42259,Wing G,2020,trevelin queen,113.7,55.3,57.22,69,3.18027,118.049,94.0803,5.26254,2.4231,13.2308,1.31247969,0.6628,7.47389,44.609438294051564
42260,Scoring PG,2021,trevell cunningham,89.0,34.6,41.38,42,0.273922,88.216,105.283,-1.71477,5.0435,6.8696,2.14818124,0.4054,-1.91667,62.293280353919926
42291,Wing G,2013,trevis simpson,101.5,46.5,51.02,114,2.69167,111.133,111.326,3.19294,1.4444,18.8519,0.70908198,0.6585,0.249284,40.94427816458411
42292,Wing G,2012,trevis simpson,99.5,44.6,49.09,123,2.63347,113.242,109.702,2.43916,0.7241,18.2069,0.33331799,0.587,-0.694828,37.42246539792431
42293,Scoring PG,2017,trevis wyche,112.6,49.1,55.51,95,2.6494,112.976,96.132,0.691551,3.8056,11.25,2.58497476,0.5481,3.35557,58.023610504854574
42294,Scoring PG,2015,trevis wyche,100.0,44.0,50.33,43,0.700671,94.8886,100.153,-1.93053,3.3529,6.0294,2.03563845,0.5593,-0.637281,57.16339737785236
42299,Wing G,2020,trevon allen,100.8,50.8,55.18,160,3.41076,114.228,104.392,4.52308,1.6667,21.5667,0.61729629,0.5596,4.08198,38.94652823013648
42305,Wing G,2016,trevon bluiett,114.2,52.1,55.78,92,3.79046,123.563,93.7535,5.3793,2.1765,15.0588,1.32141347,0.5114,7.06485,44.78490942671742
42306,Wing G,2015,trevon bluiett,110.1,50.2,54.79,85,2.98944,118.308,97.8052,3.35203,1.8611,11.1667,1.3136867,0.6211,3.7228,47.9077548575857
42307,Wing G,2018,trevon bluiett,118.7,55.1,60.84,97,5.11258,131.232,98.6856,6.1424,2.4857,19.3143,1.24284995,0.5753,6.79078,48.75025621223433
42308,Wing G,2017,trevon bluiett,112.1,53.3,57.57,121,4.4504,124.504,98.238,4.89462,2.0556,18.4722,0.94872388,0.5814,5.50439,44.235349988356106
42311,Wing G,2019,trevon faulkner,117.0,64.6,64.65,56,0.986377,101.378,103.96,-1.19497,1.1143,4.7429,1.18177963,0.7458,-0.715209,40.06010260021644
42312,Wing G,2020,trevon faulkner,98.4,49.5,53.52,92,1.34814,97.5072,99.7311,-1.26283,1.8125,12.0,0.78378378,0.6623,-0.921028,43.78933268844781
42313,Wing G,2022,trevon faulkner,107.5,47.4,51.94,57,1.95567,104.334,105.547,0.257611,1.4516,11.8387,0.97823304,0.5526,-0.355269,44.13835493753231
42314,Wing G,2021,trevon faulkner,105.6,45.3,51.27,111,3.11683,112.293,106.457,2.43636,2.48,16.68,0.9538462,0.5862,1.46492,48.811198705470964
42317,Wing G,2011,trevon harmon,115.0,53.7,57.58,91,3.24476,114.298,96.7062,3.40737,1.2059,13.0882,0.95350668,0.6341,4.46654,43.29026011880944
42321,Wing G,2012,trevon lewis,98.7,52.1,54.63,106,1.80878,107.113,113.396,1.33026,0.9615,12.4231,0.46294958,0.6083,-1.06464,37.9504843356897
42323,Wing G,2022,trevon reddish,92.9,49.5,53.22,79,0.652438,91.9009,105.821,-3.01878,2.8438,8.8438,1.02250832,0.5714,-3.60861,47.72210652186235
42324,Wing G,2021,trevon reddish,90.7,47.2,51.97,59,0.400596,88.9088,107.287,-3.40346,2.6,10.1,0.83870967,0.5811,-4.54283,47.411096802790254
42325,Scoring PG,2016,trevon seymore,91.2,38.1,43.93,53,0.411659,91.6958,110.609,-2.20824,4.1818,10.3182,1.67271996,0.5,-3.26961,55.626643817031685
42327,Wing G,2020,trevon taylor,94.7,53.0,57.85,70,0.562671,91.9611,101.537,-3.21656,0.5758,7.0303,0.34547309,0.6067,-3.32563,41.657345904085275
42328,Wing G,2019,trevon taylor,94.0,50.4,56.16,42,-0.182673,85.4931,109.942,-3.45631,0.7097,6.3871,0.44900669,0.5614,-4.32312,43.30978908235126
42329,Scoring PG,2011,tre'von willis,111.5,50.7,56.26,84,3.65253,122.758,89.7047,4.94139,3.5862,13.2414,1.73330111,0.6216,8.01135,55.31029914567722
42352,Wing G,2011,trevor deloach,107.1,51.9,54.44,75,1.85114,111.909,103.982,3.53094,0.9,8.7667,0.64285714,0.6557,1.72896,40.87108399064241
42363,Wing G,2019,trevor john,123.9,58.0,60.13,20,2.57709,110.074,115.772,2.34756,1.0312,11.9062,1.83324454,0.7333,0.494476,42.421325881703524
42389,Scoring PG,2012,trevor releford,110.1,52.0,57.85,111,3.23325,115.72,85.9769,2.37606,2.75,11.9688,1.39678996,0.6489,6.75041,52.743102911906604
42390,Scoring PG,2013,trevor releford,116.0,54.5,59.82,117,4.5863,125.057,90.326,5.05313,2.4848,14.9697,1.34422509,0.6316,8.67273,50.7905381091071
42391,Scoring PG,2011,trevor releford,102.5,50.9,55.03,133,2.20792,106.729,90.2529,0.569785,3.3784,11.027,1.30208901,0.6024,3.07243,50.96551007553622
42392,Scoring PG,2014,trevor releford,117.2,58.9,63.68,112,5.35066,132.789,96.3547,6.50998,3.2333,18.7333,1.19751849,0.6596,9.52591,50.98024024041969
42393,Wing G,2020,trevor stumpe,118.9,58.0,59.35,33,2.07155,109.146,103.04,1.64833,1.6,7.1714,1.93096795,0.6053,2.57115,43.85342076499295
42394,Wing G,2018,trevor stumpe,117.8,56.4,60.71,56,2.79106,117.668,109.546,2.31125,2.1379,10.7586,1.47614452,0.5079,1.47882,47.68431208194768
42405,Scoring PG,2012,trey anderson,76.9,37.6,43.07,50,-0.780114,76.8531,106.24,-5.75174,3.0,5.7857,0.91304743,0.4394,-7.9067,50.53734667208016
42410,Scoring PG,2022,trey bonham,112.5,52.3,58.38,97,3.53361,121.886,107.18,1.71661,3.9667,13.4667,1.88890488,0.5827,0.988816,57.433632373313166
42415,Scoring PG,2012,trey burke,106.6,50.9,54.41,119,4.45924,121.176,96.2862,5.00522,4.7273,15.1818,1.6774182,0.6809,6.02433,56.950204588416554
42416,Scoring PG,2021,trey calvin,101.4,43.5,46.5,41,0.917028,93.7452,96.542,-1.86302,3.4583,9.7083,2.07493856,0.4545,-0.730143,49.043831137908406
42418,Scoring PG,2022,trey calvin,109.5,52.6,55.48,123,2.76405,108.355,106.183,1.39174,3.3235,14.5588,1.61428985,0.4667,1.32304,46.995220926481664
42423,Wing G,2015,trey chapman,84.0,44.3,48.25,47,-0.526013,80.2562,108.299,-4.25286,1.1,6.8,0.50768453,0.5893,-5.40811,41.6582366876669
42427,Scoring PG,2014,trey davis,111.9,49.2,53.96,48,2.24804,116.216,97.7333,2.22881,2.5152,9.1818,2.18428131,0.5455,3.9396,51.03170137285399
42429,Scoring PG,2015,trey davis,104.7,46.4,51.78,63,2.24607,108.631,103.69,1.99668,3.7812,10.8125,1.89059997,0.6744,1.71148,57.04142245676245
42431,Wing G,2015,trey davis,93.1,50.4,49.27,53,-0.296934,84.5273,93.1402,-2.04692,2.3143,4.1714,1.58829182,0.6269,0.889582,40.775660133373194
42438,Scoring PG,2017,trey dickerson,99.1,45.1,50.69,74,1.15977,102.787,105.506,-0.273134,2.7941,10.3824,1.58332859,0.5,-1.42661,50.31298407444461
42439,Wing G,2021,trey diggs,116.8,52.9,56.22,37,2.53694,116.92,101.335,5.09742,0.9231,11.4615,0.96006241,0.5806,5.36042,41.05688262262095
