,pos,year,player_name,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,pfr,Rec Rank,adrtg,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,unk,season,ast/tov,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),drtg,dporpag,stops,bpm,obpm,dbpm,gbpm,score
37198,Wing F,2014,rodney hood,119.8,22.3,55.0,59.02,2.9,11.7,13.2,12.8,0.807,120,243,0.494,71,169,0.42,0.8,1.3,32.8,So,4.75453,130.16,3.2,94.4,100.347,32.8571,6.11765,0.524428,0.8286,3.1143,3.9429,2.1429,0.7143,0.2571,16.0571,8.91425,3,1.38887811,0.6351,0.4345,105.837,3.33286,164.685,6.3778,5.83042,0.547379,6.64208,33.46126510305615
37199,Wing F,2012,rodney hood,113.2,16.1,52.4,53.51,3.5,13.3,11.9,10.8,0.659,80,158,0.506,47,129,0.364,1.3,0.8,14.3,Fr,2.68116,109.801,1.6,94.4,101.833,32.8125,2.77567,0.120008,0.9688,3.8125,4.7812,2.0,0.4062,0.4375,10.25,7.46548,4,2.13333333,0.6667,0.4688,104.614,2.72746,158.152,3.52772,3.30626,0.221459,2.89568,33.46126510305615
37210,Wing G,2010,rodney mcgruder,126.0,13.6,59.1,61.03,9.8,15.0,7.8,15.1,0.72,28,50,0.56,18,43,0.419,2.6,1.4,26.9,Fr,1.46629,120.59,2.7,79.0,90.7629,12.303,6.1391,2.05841,1.1212,1.6364,2.7576,0.5152,0.303,0.303,3.8788,5.85739,4,1.13355342,0.7391,0.4074,97.5746,1.5031,76.2644,7.40763,4.87837,2.52927,8.19751,29.22530206112296
37211,Wing G,2011,rodney mcgruder,117.8,16.5,55.1,56.97,7.4,15.4,10.4,16.3,0.701,58,122,0.475,66,163,0.405,0.7,1.3,23.5,So,3.22425,116.531,2.4,79.0,93.1356,30.697,4.94318,1.43566,2.0,3.9394,5.9394,1.5758,0.697,0.2121,10.9394,9.33175,3,1.10644564,0.6111,0.4186,98.2677,3.59941,178.648,7.08564,4.96892,2.11672,6.37884,29.22530206112296
37212,Wing G,2012,rodney mcgruder,118.6,21.6,52.5,56.42,8.0,10.6,9.7,12.6,0.802,138,276,0.5,50,130,0.385,0.9,2.1,29.8,Jr,4.5351,125.903,2.3,79.0,91.7663,32.8788,6.48142,1.59139,2.2727,2.9697,5.2424,1.3939,1.1515,0.2727,15.8485,7.10537,2,0.91994457,0.7065,0.3967,96.1208,3.90115,191.063,7.01549,5.39007,1.62542,8.07281,29.22530206112296
37213,Wing G,2013,rodney mcgruder,110.9,23.9,49.7,52.68,7.2,11.9,13.6,13.2,0.748,150,306,0.49,51,150,0.34,0.9,2.4,24.3,Sr,4.15129,120.584,1.9,79.0,94.0363,33.8529,6.02826,0.835964,2.1176,3.2353,5.3529,2.0294,1.2647,0.2647,15.7647,8.16761,1,1.18963607,0.5983,0.4233,98.0547,3.74346,189.848,6.80545,5.37437,1.43108,6.86423,29.22530206112296
37412,Wing F,2015,rondae hollis jefferson,113.8,20.9,51.3,57.33,9.0,20.1,10.1,15.5,0.707,132,246,0.537,6,29,0.207,3.4,2.4,74.5,So,3.20009,119.63,3.4,97.2,82.7697,28.6842,3.86244,4.38219,2.0263,4.8158,6.8421,1.5526,1.1579,0.8421,11.2368,1.58521,3,1.0,0.7165,0.3445,86.8974,4.42793,234.584,9.57925,3.75175,5.82751,8.24463,53.48969438521678
37413,PF/C,2014,rondae hollis jefferson,113.1,20.4,49.4,54.44,10.4,15.7,11.0,13.9,0.682,119,237,0.502,2,10,0.2,4.3,1.8,61.1,Fr,2.69047,119.404,3.8,97.2,84.1936,25.2632,2.86751,4.57465,2.1842,3.4737,5.6579,1.4474,0.7368,1.0526,9.1316,0.646312,4,1.25002159,0.697,0.2571,88.6868,3.936,189.697,8.51251,2.76207,5.75044,7.44216,53.48969438521678
37541,Wing G,2015,royce o'neale,123.1,17.2,55.9,59.72,7.3,13.7,21.8,19.2,0.773,59,125,0.472,49,112,0.438,1.2,2.3,37.1,Sr,4.17945,125.155,2.8,,91.7623,32.1212,5.92689,3.21435,2.0,3.8485,5.8485,3.4242,1.1515,0.3333,10.0909,6.70205,1,2.05447894,0.6023,0.2105,96.5234,3.94262,178.636,10.3243,6.97426,3.35001,9.14124,64.42075337597727
37542,Wing G,2014,royce o'neale,115.6,15.8,58.6,59.47,8.6,14.2,19.7,22.9,0.598,60,111,0.541,26,58,0.448,0.7,2.0,54.4,Jr,2.44994,114.287,3.4,,98.331,27.5556,3.73308,2.36167,2.0,3.4444,5.4444,2.8333,0.8611,0.1944,7.0278,3.62754,2,1.75861224,0.641,0.303,104.86,2.95679,164.644,7.74491,5.31865,2.42626,6.09475,64.42075337597727
37543,Wing G,2012,royce o'neale,111.6,21.9,58.9,65.09,6.4,23.5,17.0,23.5,0.865,69,117,0.59,29,74,0.392,1.8,3.4,50.3,Fr,2.56786,113.44,3.8,,92.7187,27.0,2.84213,1.91754,1.1613,4.6774,5.8387,2.129,1.3871,0.4194,9.9355,5.76054,4,1.0,0.6897,0.3,91.7775,3.11313,174.602,5.16566,2.52805,2.63761,4.75967,64.42075337597727
37544,Wing G,2013,royce o'neale,105.4,21.5,51.6,56.86,4.0,18.2,20.7,20.3,0.762,75,142,0.528,38,114,0.333,1.5,2.7,47.7,So,2.67984,107.22,2.9,,92.4043,35.2812,1.68453,1.34611,0.9688,4.5625,5.5312,3.4688,1.4062,0.4375,11.1562,6.71591,3,1.50002165,0.5678,0.3478,92.6299,4.08525,194.504,3.39709,1.78756,1.60953,3.03064,64.42075337597727
37583,Wing F,2019,rui hachimura,121.7,26.4,60.8,63.9,5.8,17.0,9.3,12.9,0.739,260,429,0.606,15,36,0.417,2.4,1.8,47.7,Jr,4.97771,134.933,2.6,70.6,88.1291,30.2162,5.90307,2.48868,1.3784,5.0811,6.4595,1.5405,0.9459,0.7297,19.7027,1.79906,2,0.83823051,0.7198,0.4386,91.0383,4.33338,232.965,6.43262,4.02255,2.41007,8.39175,19.203980099502495
37584,Wing F,2018,rui hachimura,120.2,23.9,57.7,62.45,7.4,18.0,5.5,13.7,0.795,154,254,0.606,5,26,0.192,2.7,1.4,47.1,So,2.7934,127.208,3.8,70.6,93.5567,20.7027,3.89813,1.95802,1.2703,3.4324,4.7027,0.6216,0.5135,0.5135,11.5676,1.93922,3,0.5227043,0.6805,0.4588,95.5324,2.54398,154.204,2.94623,1.66526,1.28097,5.85615,19.203980099502495
37640,PF/C,2016,ryan anderson,117.2,24.5,54.9,60.44,12.7,26.2,5.4,15.2,0.745,172,312,0.551,2,7,0.286,2.0,1.4,65.2,Sr,4.12335,129.566,2.9,73.4,89.6133,29.1818,5.22429,1.3549,3.0,7.1212,10.1212,0.7879,0.697,0.6061,15.303,0.414225,1,0.41270753,0.7118,0.3592,93.0436,3.8955,214.357,4.73498,3.14584,1.58914,6.57919,56.38948116560057
37641,Stretch 4,2012,ryan anderson,96.8,22.8,47.2,50.84,6.7,23.4,8.8,14.1,0.673,102,205,0.498,23,84,0.274,2.0,0.9,38.1,Fr,1.84163,103.683,2.0,73.4,98.9646,29.871,1.45391,-0.432615,1.5806,5.8065,7.3871,0.9677,0.4516,0.5484,11.1935,5.62042,4,0.62496769,0.6633,0.3458,101.819,2.80449,176.825,-0.171271,-0.493809,0.322538,1.02129,56.38948116560057
37642,Wing F,2014,ryan anderson,110.2,26.8,49.7,57.03,10.3,18.6,11.1,15.2,0.75,140,279,0.502,4,15,0.267,2.1,1.6,70.7,Jr,4.04074,126.08,2.6,73.4,107.634,31.4516,3.70943,-1.3593,2.4194,4.6452,7.0645,1.3871,0.8065,0.6452,14.4516,0.985998,2,0.69354999,0.6266,0.3333,113.018,2.35891,163.89,1.76494,2.24158,-0.47664,2.35013,56.38948116560057
37643,Wing F,2013,ryan anderson,102.7,28.6,48.0,51.17,10.8,20.6,12.8,13.4,0.621,179,368,0.486,3,14,0.214,1.7,1.3,46.3,So,3.60832,118.254,2.1,73.4,99.5109,31.625,3.14111,-1.38092,2.6562,5.3125,7.9688,1.5625,0.6562,0.5,14.9062,0.867401,3,0.80645161,0.6443,0.3121,104.178,2.88506,180.707,0.74646,1.25021,-0.503755,1.76019,56.38948116560057
37644,Wing G,2010,ryan anderson,108.7,21.7,55.8,58.91,5.1,18.5,17.8,19.0,0.75,63,132,0.477,54,126,0.429,0.9,3.8,32.6,Sr,2.87701,115.676,3.7,54.0,92.0187,27.9032,4.75286,2.99311,1.1613,4.129,5.2903,2.1935,1.7097,0.1935,11.3226,8.96054,1,1.17236771,0.7647,0.3776,95.526,3.31237,185.14,7.75963,4.67859,3.08104,7.74597,56.38948116560057
37650,Scoring PG,2016,ryan arcidiacono,119.9,20.1,54.7,58.83,1.5,8.7,24.1,14.1,0.836,89,178,0.5,76,193,0.394,0.1,2.5,29.6,Sr,4.2845,126.566,1.9,88.8,91.4851,32.05,5.06061,2.86457,0.375,2.55,2.925,4.225,1.35,0.025,12.45,8.94618,1,2.77049178,0.7143,0.3826,97.0836,4.15446,221.166,8.12496,6.26479,1.86017,7.92519,
37651,Scoring PG,2014,ryan arcidiacono,112.0,17.3,50.4,53.62,1.2,7.5,21.1,15.4,0.703,48,100,0.48,59,171,0.345,0.1,2.1,33.6,So,2.41634,111.077,2.8,88.8,95.2069,31.1471,1.37414,2.24945,0.3235,2.0882,2.4118,3.4706,1.0882,0.0294,9.9118,9.49741,3,2.45828008,0.5,0.4667,100.656,3.65898,167.446,4.12364,2.95044,1.1732,3.62359,
37652,Scoring PG,2015,ryan arcidiacono,116.5,18.4,49.3,55.12,1.2,5.5,22.1,14.6,0.813,54,129,0.419,55,148,0.372,0.2,2.2,40.4,Jr,3.31133,118.965,2.3,88.8,93.6118,30.4167,3.05118,1.72152,0.2778,1.4444,1.7222,3.5833,1.1111,0.0556,10.1111,8.30486,2,2.68754228,0.4848,0.3918,98.2354,3.54188,160.627,4.78663,4.61193,0.174701,4.77269,
37653,Scoring PG,2013,ryan arcidiacono,99.6,20.8,45.5,53.19,0.8,6.2,23.6,23.5,0.826,34,91,0.374,69,211,0.327,0.0,2.0,47.7,Fr,2.52731,106.956,2.9,88.8,95.9208,34.1818,1.19657,0.568696,0.2424,1.8485,2.0909,3.4848,1.1212,0.0,11.9394,11.0684,4,1.23653394,0.4,0.375,100.604,3.49021,171.945,2.36362,2.66454,-0.300921,1.76526,
37778,PF/C,2010,ryan kelly,98.0,12.1,41.1,42.84,3.1,16.1,10.1,18.1,0.667,11,26,0.423,5,19,0.263,6.2,2.2,13.3,Fr,0.132902,91.8161,6.2,97.0,83.4775,6.2857,-1.75907,5.14982,0.1714,0.9143,1.0857,0.3714,0.2286,0.4,1.1714,5.17341,4,1.62467194,0.75,0.3636,87.6362,0.938486,48.5111,6.45355,-0.020259,6.4738,3.39075,28.32977967306326
37779,Stretch 4,2011,ryan kelly,120.1,14.9,57.6,60.2,6.6,13.4,7.3,15.3,0.805,73,115,0.635,22,69,0.319,6.1,1.9,22.3,So,2.16046,117.266,4.1,97.0,85.8437,20.0811,3.72964,4.60698,1.1351,2.5946,3.7297,0.8378,0.6757,1.3784,6.6216,5.27053,3,1.03330046,0.8246,0.4483,90.2769,2.86274,159.306,9.51621,3.84658,5.66962,8.33662,28.32977967306326
37780,Stretch 4,2013,ryan kelly,121.1,20.8,53.5,58.64,6.9,14.3,11.0,9.7,0.812,61,129,0.473,35,83,0.422,5.4,1.4,40.1,Sr,4.36943,128.862,3.3,97.0,88.6349,28.8696,6.64774,3.30494,1.6087,3.6957,5.3043,1.6522,0.6957,1.6087,12.8696,7.30788,1,1.65219998,0.55,0.4432,94.8199,3.7335,129.644,10.0914,6.13751,3.95393,9.95268,28.32977967306326
37781,Stretch 4,2012,ryan kelly,119.8,21.5,52.7,59.67,8.2,15.3,8.6,14.5,0.807,67,143,0.469,40,98,0.408,3.5,1.7,58.1,Jr,3.77769,128.068,3.5,97.0,92.7318,25.9032,5.76087,1.98616,1.8065,3.5806,5.3871,1.129,0.7742,1.0,11.8387,7.10468,2,0.81392831,0.6364,0.3247,98.1095,2.99745,155.652,7.59892,5.2399,2.35901,7.74703,28.32977967306326
38012,Scoring PG,2018,saben lee,104.8,23.8,50.8,55.49,3.1,10.4,24.8,20.9,0.726,92,174,0.529,23,75,0.307,0.6,2.7,47.0,Fr,2.57534,115.76,3.6,79.2,103.447,26.75,1.75354,0.476965,0.6875,2.2812,2.9688,3.0938,1.2188,0.1562,10.5625,5.24739,4,1.3943573,0.5658,0.2727,109.996,2.39472,143.31,2.91692,2.8161,0.100818,2.2305,
38013,Scoring PG,2019,saben lee,102.5,22.7,50.6,55.75,1.5,10.0,25.9,21.5,0.675,100,203,0.493,25,69,0.362,0.5,1.8,71.3,So,2.59552,110.519,2.4,79.2,101.627,32.5625,0.712515,0.475492,0.4375,2.9062,3.3438,3.8125,1.0312,0.1562,12.6875,3.82092,3,1.38636364,0.5669,0.2553,106.748,3.13247,171.919,0.405203,0.455357,-0.0501548,1.18801,
38014,Scoring PG,2020,saben lee,108.4,29.7,53.0,58.02,2.0,11.0,32.0,18.1,0.752,161,293,0.549,39,121,0.322,0.9,2.7,49.8,Jr,4.48945,125.079,2.2,79.2,102.531,32.8125,4.61274,0.215061,0.5625,2.9688,3.5312,4.1875,1.5312,0.2812,18.5625,6.5628,2,1.35351345,0.6035,0.3636,106.691,2.80298,185.976,4.17965,4.42847,-0.24882,4.82781,
38028,Wing F,2019,saddiq bey,121.2,14.4,56.1,57.06,8.3,12.2,8.6,11.2,0.644,60,107,0.561,49,131,0.374,1.4,1.8,18.9,Fr,2.90242,116.107,2.9,72.6,98.518,29.5,2.99366,1.46497,2.0556,3.0278,5.0833,1.2778,0.8611,0.3333,8.2222,7.53582,4,1.64283868,0.6875,0.3721,103.202,3.13455,180.294,5.44296,3.67883,1.76413,4.45863,
38029,Wing F,2020,saddiq bey,119.0,22.0,58.4,60.82,4.5,11.3,14.9,11.8,0.769,96,192,0.5,79,175,0.451,1.1,1.4,24.8,So,5.07933,128.69,2.9,72.6,94.1336,33.9032,5.78976,1.49133,1.2903,3.4516,4.7419,2.3871,0.7742,0.3871,16.0968,9.89197,3,1.60866639,0.6286,0.3448,100.005,3.89097,178.643,7.29615,5.85342,1.44273,7.28109,
38081,Wing G,2013,sam dekker,116.7,21.8,57.9,59.67,6.3,11.4,14.1,14.2,0.69,68,119,0.571,50,128,0.391,1.8,1.9,28.7,Fr,3.06724,125.475,2.2,97.8,85.5384,22.2857,6.8034,3.61965,1.2286,2.1429,3.3714,1.3429,0.6571,0.4,9.5714,10.6914,4,1.27036228,0.7105,0.3333,91.5261,3.07755,128.848,8.34152,5.05216,3.28936,10.423,23.681592039800996
38082,Wing F,2014,sam dekker,114.7,22.4,52.8,55.78,7.3,17.5,10.0,10.2,0.686,126,229,0.55,42,129,0.326,1.9,1.6,38.3,So,3.89296,126.027,1.8,97.8,94.1246,29.8421,5.41182,1.77191,1.7105,4.3684,6.0789,1.3684,0.7632,0.5789,12.4211,7.20685,3,1.26832886,0.66,0.3462,99.6187,3.67013,200.736,7.0007,4.79227,2.20843,7.18373,23.681592039800996
38083,Wing F,2015,sam dekker,125.8,22.4,58.6,60.48,8.4,14.8,8.6,8.7,0.708,163,255,0.639,50,151,0.331,1.5,1.1,27.8,Jr,5.38639,137.801,1.4,97.8,92.4654,30.975,8.23919,1.21532,1.925,3.575,5.5,1.225,0.525,0.45,13.9,8.18515,2,1.36111117,0.7528,0.3718,98.6443,3.73184,191.916,9.19569,8.08795,1.10774,9.45451,23.681592039800996
38576,Combo G,2012,sean kilpatrick,115.2,20.4,53.5,55.72,4.5,10.7,13.0,13.3,0.75,93,187,0.497,92,245,0.376,1.0,2.4,20.4,So,4.17038,120.994,1.5,32.0,94.1126,34.5135,5.89626,1.88939,1.4054,3.1622,4.5676,2.1081,1.3243,0.3243,14.2703,11.9094,3,1.3928642,0.5714,0.4024,97.2827,3.80917,206.953,6.96628,5.26265,1.70363,7.78565,2.899786780383798
38577,Wing G,2011,sean kilpatrick,113.2,24.1,52.5,55.8,6.9,11.9,16.2,15.5,0.722,68,139,0.489,46,122,0.377,0.3,2.4,34.5,So,2.58393,122.589,2.5,32.0,91.4846,20.5714,5.67783,1.56558,1.2,1.9714,3.1714,1.4857,0.7714,0.0571,9.6857,10.604,3,1.20926256,0.6375,0.2881,95.419,2.52098,119.069,5.96487,4.82449,1.14039,7.24341,2.899786780383798
38578,Wing G,2013,sean kilpatrick,108.5,25.1,48.2,51.81,4.3,12.5,13.2,14.0,0.738,112,221,0.507,82,267,0.307,0.7,2.2,29.7,Jr,4.24702,121.235,1.4,32.0,88.7645,34.3824,5.74919,1.65779,1.3529,3.8529,5.2059,1.8529,1.2353,0.2353,16.9706,14.0237,2,0.94027201,0.6737,0.381,92.3034,4.38263,200.036,5.40933,4.33127,1.07806,7.40697,2.899786780383798
38579,Combo G,2014,sean kilpatrick,119.7,28.8,51.5,57.73,3.6,11.5,18.5,13.3,0.845,121,239,0.506,93,267,0.348,0.1,2.6,42.1,Sr,5.725,137.13,1.6,32.0,91.7812,33.7941,8.59315,2.36083,1.0588,3.2353,4.2941,2.5294,1.4118,0.0294,20.6176,14.6078,1,1.22857982,0.7328,0.288,94.4619,4.44463,188.916,6.85129,6.52197,0.329326,10.954,2.899786780383798
38705,Wing F,2017,semi ojeleye,127.5,24.5,57.2,62.15,8.4,15.0,9.3,10.7,0.785,137,259,0.529,73,172,0.424,1.6,0.8,50.8,Jr,6.14099,139.625,2.1,94.8,95.2416,34.1429,7.8568,0.587465,2.2857,4.5714,6.8571,1.5143,0.4286,0.4,19.0,9.00412,2,1.05998883,0.6364,0.424,97.0548,3.99167,200.323,6.64165,6.59566,0.0459893,8.44427,31.954513148543
38733,Scoring PG,2011,seth curry,122.9,15.9,55.6,59.6,1.8,6.0,13.5,13.5,0.788,37,92,0.402,64,147,0.435,0.5,3.2,35.6,So,3.08462,121.858,2.7,41.8,89.643,24.973,4.1863,4.09074,0.3784,1.4324,1.8108,2.0,1.4054,0.1351,9.0,9.03321,3,2.11438836,0.5714,0.3718,94.2724,3.23089,167.636,8.14067,5.65594,2.48472,8.27704,47.249466950959494
38734,Combo G,2012,seth curry,113.0,21.7,51.5,57.26,3.0,6.8,16.2,18.0,0.873,77,169,0.456,64,167,0.383,0.6,2.5,35.1,Jr,3.69796,121.276,2.8,41.8,96.4137,30.1765,4.57153,1.49202,0.7647,1.8529,2.6176,2.4412,1.2647,0.2059,13.2059,9.4722,2,1.20291706,0.6604,0.3621,101.938,3.11168,167.205,5.70476,4.8465,0.858257,6.06355,47.249466950959494
38735,Combo G,2013,seth curry,121.7,22.6,57.7,61.67,2.2,6.8,9.7,9.6,0.809,102,207,0.493,95,217,0.438,0.5,1.6,35.8,Sr,5.26531,132.243,2.1,41.8,93.7792,32.2857,7.68263,1.01513,0.5714,1.9714,2.5429,1.5429,0.8571,0.1714,17.4857,11.2203,1,1.28574992,0.5556,0.4768,100.47,3.59896,169.66,7.17772,7.17979,-0.00207077,8.69777,47.249466950959494
38782,Wing F,2013,shabazz muhammad,107.1,28.2,48.7,52.82,9.9,8.5,5.8,10.5,0.711,162,350,0.463,40,106,0.377,0.4,1.3,39.5,Fr,4.18108,124.768,2.1,99.8,98.5396,30.8438,5.4274,-1.6276,2.7188,2.5,5.2188,0.8438,0.7188,0.125,17.875,6.16621,4,0.52942655,0.6371,0.3628,103.412,2.8948,147.485,1.84634,3.93685,-2.09052,3.7998,36.40369580668089
38783,Scoring PG,2014,shabazz napier,115.9,28.1,51.7,59.11,3.4,15.0,30.8,17.7,0.87,126,281,0.448,87,215,0.405,1.0,3.2,48.0,Sr,5.5385,134.067,2.4,83.8,89.1857,35.1,7.27733,3.85813,0.95,4.9,5.85,4.875,1.825,0.325,18.0,9.39147,1,1.71052637,0.5726,0.3576,93.6766,4.90187,280.829,10.6422,6.8767,3.7655,11.1355,58.9765458422175
38784,Scoring PG,2011,shabazz napier,103.0,20.9,45.6,50.7,3.0,7.8,24.1,22.6,0.771,54,129,0.419,46,141,0.326,0.5,4.2,35.6,Fr,1.93403,110.104,3.0,83.8,90.6274,23.8049,2.0609,3.37477,0.6341,1.7805,2.4146,3.0244,1.6098,0.122,7.8049,8.89296,4,1.65330997,0.5,0.3385,97.1752,2.94459,180.847,5.99911,3.60676,2.39235,5.43567,58.9765458422175
38785,Scoring PG,2013,shabazz napier,115.3,24.2,54.4,59.84,1.7,11.6,27.9,16.3,0.819,78,160,0.487,68,171,0.398,0.3,3.3,43.5,Jr,5.27609,127.703,2.2,83.8,92.6125,37.25,6.16223,2.4423,0.5,3.8929,4.3929,4.6071,2.0,0.1071,17.0714,10.1011,2,1.92532075,0.6571,0.3516,96.6926,4.13694,190.602,8.40699,6.88986,1.51713,8.60453,58.9765458422175
38786,Pure PG,2012,shabazz napier,107.4,23.6,47.3,52.46,2.3,8.5,32.6,20.7,0.743,77,184,0.418,59,166,0.355,0.8,2.9,42.3,So,3.80211,117.325,2.9,83.8,96.1535,35.0294,3.35053,1.33222,0.6765,2.8529,3.5294,5.8235,1.6471,0.2647,12.9706,8.61408,3,2.10637693,0.5714,0.29,101.471,3.63024,195.93,5.42218,4.83618,0.586005,4.68274,58.9765458422175
38796,Scoring PG,2018,shai gilgeous alexander,114.1,22.8,51.6,57.87,3.2,10.0,28.8,19.8,0.822,160,320,0.5,23,57,0.404,1.7,2.8,46.2,Fr,4.34397,125.039,2.0,94.0,94.6415,33.7297,5.06269,3.04908,0.8919,3.2432,4.1351,5.1081,1.6486,0.4865,14.3784,2.59924,4,1.90907054,0.5934,0.3768,100.791,4.06009,235.269,7.76378,4.95128,2.8125,8.11177,56.8727789623312
38799,Scoring PG,2017,shake milton,121.0,19.3,55.5,58.15,1.5,11.7,24.2,16.3,0.758,70,154,0.455,82,194,0.423,1.2,2.2,26.1,So,4.46704,124.186,1.7,82.2,93.7433,35.3714,4.58212,2.73145,0.4286,3.6857,4.1143,4.5429,1.2571,0.3143,13.0,9.81115,3,2.56458177,0.5741,0.3918,95.5281,4.31919,220.671,7.04664,5.2077,1.83894,7.31357,41.80525941719972
38800,Scoring PG,2018,shake milton,119.8,24.7,55.1,60.6,2.1,13.5,25.9,15.7,0.847,67,145,0.462,56,129,0.434,2.3,2.4,40.5,Jr,5.11587,128.342,1.9,82.2,99.3025,36.3636,5.87966,1.65826,0.6364,4.0455,4.6818,4.3636,1.4091,0.6364,18.0,10.011,2,1.92000688,0.4844,0.4444,99.4079,3.8038,144.126,5.67384,4.45827,1.21557,7.53792,41.80525941719972
38801,Combo G,2016,shake milton,119.0,15.0,58.6,60.29,1.1,8.9,14.0,18.8,0.725,61,115,0.53,52,122,0.426,1.0,1.5,21.5,Fr,2.97578,114.173,1.8,82.2,99.2578,32.6667,2.37572,1.33646,0.3,2.6667,2.9667,2.7333,0.8,0.2667,10.5,7.49165,4,1.78262564,0.7115,0.381,100.473,3.36656,151.802,3.66102,3.04846,0.612566,3.71218,41.80525941719972
38871,Scoring PG,2013,shane larkin,117.2,21.8,56.9,59.97,1.6,10.4,26.1,17.9,0.777,114,212,0.538,69,170,0.406,0.3,3.4,29.3,So,4.92257,124.335,1.8,76.8,89.0169,36.4167,5.09768,3.44479,0.4722,3.3611,3.8333,4.5556,1.9722,0.1111,14.5,8.09055,3,2.0,0.5877,0.4796,94.4082,4.64512,239.198,9.1676,6.45891,2.70868,8.54247,37.34186211798153
38872,Scoring PG,2012,shane larkin,98.5,19.4,43.8,50.37,2.6,8.8,19.2,23.2,0.857,41,104,0.394,32,99,0.323,0.3,3.7,34.5,Fr,1.41794,102.021,2.5,76.8,94.9353,25.625,0.211972,2.446,0.5625,1.9375,2.5,2.5312,1.5625,0.0625,7.4375,7.42518,4,1.3499733,0.5192,0.2692,98.5844,2.72926,150.22,3.31989,1.61608,1.70381,2.65798,37.34186211798153
39206,Scoring PG,2010,shelvin mack,109.0,24.9,53.9,56.45,2.2,13.0,25.1,16.9,0.734,120,239,0.502,72,184,0.391,0.5,2.8,25.8,So,3.57458,119.205,2.4,41.4,88.2029,30.8684,4.76097,3.13265,0.5263,3.2105,3.7368,3.0263,1.3684,0.1316,14.1053,9.78418,3,1.45572168,0.6262,0.3984,92.5344,4.08919,214.017,7.45849,4.31592,3.14258,7.89362,36.759061833688705
39207,Combo G,2011,shelvin mack,107.1,27.9,49.0,53.25,2.7,14.3,25.1,16.9,0.769,107,237,0.451,85,242,0.351,0.3,1.4,32.6,Jr,3.83872,121.094,2.2,41.4,96.6054,32.1892,5.59095,0.744108,0.7297,3.7568,4.4865,3.4865,0.7297,0.0811,15.9189,12.5489,2,1.41756451,0.6211,0.338,100.157,3.34166,195.04,5.48578,4.54418,0.941604,6.33506,36.759061833688705
39403,C,2016,skal labissiere,105.5,20.9,51.6,54.0,7.3,14.6,3.6,16.3,0.661,98,188,0.521,0,2,0.0,10.3,0.9,32.6,Fr,1.32904,112.492,7.6,99.8,91.4025,15.75,-1.36423,3.46701,0.9722,2.1667,3.1389,0.3056,0.25,1.6389,6.5833,0.206139,4,0.33336968,0.6607,0.4621,95.6059,2.03132,118.717,5.09141,0.0929794,4.99843,2.10278,38.16631130063966
39442,Wing F,2012,solomon hill,110.6,22.4,56.1,60.09,8.3,19.1,18.6,20.7,0.724,114,207,0.551,37,95,0.389,1.6,1.9,51.7,Jr,3.45649,116.664,3.2,91.8,90.1364,32.4,3.84051,2.38114,2.1714,5.5714,7.7429,2.6,1.0286,0.5143,12.9143,5.14117,2,1.05815799,0.7281,0.3333,92.765,4.04239,228.927,6.42309,3.41547,3.00762,6.22165,39.317697228145
39443,Wing G,2013,solomon hill,113.7,21.4,54.1,57.94,6.6,12.8,16.8,18.7,0.766,101,199,0.508,57,146,0.39,1.8,2.1,35.9,Sr,4.10206,121.227,2.6,91.8,91.6638,32.9714,5.44116,2.12707,1.7429,3.6,5.3429,2.7143,1.1429,0.5714,13.3714,7.60079,1,1.23377266,0.6463,0.4103,95.9089,3.90349,209.657,8.28038,5.49305,2.78733,7.56824,39.317697228145
39444,Wing F,2011,solomon hill,110.6,18.4,52.6,57.93,8.7,14.3,13.2,21.8,0.78,87,166,0.524,17,48,0.354,0.7,2.0,46.7,So,2.24738,112.317,3.6,91.8,94.5551,25.1842,2.45928,1.78321,1.7105,3.0,4.7105,1.7368,0.8421,0.1842,7.9737,2.9998,3,1.03123139,0.6867,0.3614,99.5799,2.79222,173.293,6.63775,3.96832,2.66943,4.24248,39.317697228145
39445,Wing G,2010,solomon hill,97.2,17.5,50.3,55.04,7.6,12.8,13.5,26.8,0.705,70,133,0.526,4,18,0.222,0.5,1.4,51.7,Fr,1.07081,98.2041,4.4,91.8,98.5153,25.3226,-0.462597,0.618565,1.5484,2.8387,4.3871,1.6774,0.6129,0.129,6.6774,1.34001,4,0.82537027,0.6714,0.3651,104.206,2.40132,131.538,1.75843,0.491045,1.26738,0.155969,39.317697228145
39486,Scoring PG,2013,spencer dinwiddie,114.7,24.2,49.0,59.13,1.0,9.8,20.2,17.1,0.825,83,174,0.477,47,139,0.338,1.6,2.5,76.7,So,4.59338,126.573,2.4,73.8,91.7968,32.5152,5.36376,3.37393,0.2727,2.9091,3.1818,3.0,1.3333,0.4848,15.303,7.84923,3,1.35617737,0.5857,0.3861,96.7152,3.79077,190.309,7.25466,4.9562,2.29846,8.73769,60.41222459132908
